Season,TeamID,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEMss,OppOss,OppDss,AdjEMnc
2015,1308,+1.78,107.4,100.8,63,-0.042,+1.78,101.1,106.5,+1.78
2014,1243,-4.06,107.8,93.7,63.3,+.001,-4.06,110.5,102.3,-4.06
2015,1295,-5.5,103.8,102.4,60.8,+.105,-5.5,102.9,107.1,-5.5
2008,1424,-0.86,110.2,96.5,63.9,+.081,-0.86,104.3,101.2,-0.86
2016,1246,+3.19,121.8,96.6,67.4,-0.046,+3.19,108.6,100.3,+3.19
2005,1280,-1.84,109.3,94,68.1,+.038,-1.84,106.9,100.4,-1.84
2010,1329,-4.33,112.2,95.4,66.2,+.011,-4.33,107.2,98.7,-4.33
2003,1358,-2,101.5,100.6,67.2,+.088,-2,97,104.5,-2
2004,1376,-8.05,109.7,94.7,65.5,0,-8.05,105.8,99.6,-8.05
2017,1462,+5.32,115.7,99,67.2,+.044,+5.32,111.2,99.5,+5.32
2005,1192,+0.75,102.7,105.2,68.6,-0.003,+0.75,99.4,107.3,+0.75
2016,1393,-0.82,112.7,94.1,65,-0.027,-0.82,110.9,100.7,-0.82
2015,1438,+0.46,115.6,85.5,58,+.023,+0.46,108.5,100.3,+0.46
2012,1207,-1.04,111.2,90.1,62.1,-0.014,-1.04,107.3,99,-1.04
2006,1277,-1.03,116.3,100.3,64.2,+.004,-1.03,106.4,97.5,-1.03
2006,1242,-1.11,110.4,87.2,67.7,-0.043,-1.11,106,99.9,-1.11
2015,1214,-0.55,96.6,104,69.2,+.031,-0.55,99.5,106.9,-0.55
2007,1323,-13.12,118.1,98.1,70.7,-0.018,-13.12,105.9,101.9,-13.12
2008,1290,+13.04,91.9,107.1,63,+.115,+13.04,96.7,107.7,+13.04
2002,1211,+4.04,115.6,97.1,68.5,+.049,+4.04,104,102.8,+4.04
2016,1211,+6.12,116.3,95.5,67.3,-0.038,+6.12,107.3,103.8,+6.12
2007,1125,+2.22,106.6,102.2,66.1,+.022,+2.22,100,106.8,+2.22
2009,1228,-3.36,106.8,88.1,62.8,+.001,-3.36,106.5,98.6,-3.36
2008,1245,-0.11,107.8,94.8,65.1,+.075,-0.11,103.5,102.5,-0.11
2012,1393,-2.11,117.7,91.7,64.4,+.060,-2.11,107,99,-2.11
2017,1211,+1.01,118.4,86.3,70.1,+.020,+1.01,106.2,103.3,+1.01
2002,1148,-4.98,100.6,99.7,64,+.137,-4.98,97.6,109.5,-4.98
2003,1448,-3.8,114.5,94.6,67.7,+.073,-3.8,105.9,98,-3.8
2008,1116,-0.61,111.4,96.2,66.5,+.008,-0.61,108.4,101.2,-0.61
2009,1156,+7.07,105.3,93.3,63.7,+.009,+7.07,104.6,100.9,+7.07
2011,1155,-2.81,109.6,91.5,63.9,-0.087,-2.81,106.7,99.7,-2.81
2016,1320,+7.57,109.6,98.5,62.9,+.013,+7.57,106.1,101.3,+7.57
2013,1228,-0.8,110.6,94.8,64.6,+.042,-0.8,108.1,97.3,-0.8
2011,1131,+0.49,103.4,103.9,62.6,+.045,+0.49,100.5,105.1,+0.49
2017,1196,+8.19,116.9,89.5,69,-0.041,+8.19,110.3,97.8,+8.19
2007,1268,-3.07,112.4,90,71.4,-0.027,-3.07,108.9,100.4,-3.07
2008,1462,+3.50,117.3,95.2,63.8,+.054,+3.50,108.1,101.2,+3.50
2007,1330,+0.64,108.6,95.9,65.8,+.013,+0.64,105.6,104.8,+0.64
2017,1407,-6.78,109.7,107.6,68.1,-0.023,-6.78,102.4,105.3,-6.78
2014,1455,+2.89,117.8,92.4,63.5,-0.009,+2.89,105.8,104.8,+2.89
2014,1157,-4.94,98.2,103.2,65.6,+.040,-4.94,102.1,110.2,-4.94
2012,1443,+2.63,97.8,100.5,67.9,+.083,+2.63,102.3,102.3,+2.63
2008,1246,-3.13,107.8,97.8,62.4,+.010,-3.13,107.4,100.7,-3.13
2016,1355,+1.91,111.4,101.8,68.3,+.004,+1.91,104.6,104.8,+1.91
2010,1210,-2.46,109.2,91,68.2,-0.034,-2.46,107.4,96.4,-2.46
2004,1177,-0.62,113,101.6,63.2,+.091,-0.62,106.4,100.6,-0.62
2012,1325,-2.97,106.6,94.7,66,+.022,-2.97,103.6,102.8,-2.97
2009,1314,+1.06,123.2,92.1,72.9,-0.011,+1.06,108.2,98.3,+1.06
2011,1326,-4.08,125,91.5,63.8,+.031,-4.08,108.9,100,-4.08
2007,1107,+0.94,107.4,105.2,63.7,+.109,+0.94,102.4,105.9,+0.94
2015,1279,-1.19,114.5,100.6,66.2,-0.033,-1.19,107.3,100.2,-1.19
2006,1423,+0.11,107.2,92.4,62.6,-0.006,+0.11,103.6,102,+0.11
2012,1421,+7.91,110.4,104.9,68.2,-0.001,+7.91,101.8,105.9,+7.91
2008,1211,+7.71,114.5,95.5,65.9,-0.029,+7.71,104,101.5,+7.71
2013,1334,+9.06,106.1,102.2,62.2,+.074,+9.06,104.2,103.3,+9.06
2017,1245,-5.91,104.9,103.3,68.3,+.024,-5.91,104.4,106.3,-5.91
2007,1277,-1.63,112.8,91.8,60.3,-0.036,-1.63,109.2,100.2,-1.63
2007,1401,-5.98,119.3,92.3,63.7,-0.047,-5.98,106.7,101.4,-5.98
2007,1139,+6.61,118,96.5,58.1,+.016,+6.61,106.6,101.8,+6.61
2002,1196,-0.56,115.1,90.4,69.6,-0.073,-0.56,108.3,99.2,-0.56
2017,1388,-4.13,118.7,95,60.2,+.030,-4.13,104.3,103.9,-4.13
2016,1235,+2.54,121.2,100.3,71.2,-0.062,+2.54,110.2,98.1,+2.54
2008,1331,+8.75,104.7,94.5,63.6,+.032,+8.75,105.4,105.4,+8.75
2015,1332,-2.34,115.2,101.3,66.6,+.119,-2.34,108.4,101.1,-2.34
2009,1257,-0.19,111.2,85.2,66.9,+.068,-0.19,108.6,99,-0.19
2004,1434,+0.85,100.1,99.6,69.2,+.068,+0.85,104.7,106,+0.85
2011,1345,+1.21,115.9,91.1,66,+.007,+1.21,108.8,98.7,+1.21
2006,1417,+1.60,112.7,89.3,61.6,+.020,+1.60,107.4,99.1,+1.60
2004,1428,-0.97,110.1,96,58.8,+.064,-0.97,106.8,102.3,-0.97
2002,1274,-5.04,110.5,94.7,69.1,+.017,-5.04,105.2,99.5,-5.04
2017,1321,-3.23,111.3,95.5,65.6,+.019,-3.23,109,100.7,-3.23
2006,1412,+0.98,109.1,96.5,68.5,+.058,+0.98,101.8,100.3,+0.98
2007,1196,-6.87,122.8,92,65.8,+.028,-6.87,109.1,100.3,-6.87
2004,1257,+4.23,107.1,86.6,67.4,-0.079,+4.23,107,99.9,+4.23
2010,1199,-2.88,105,87,65.3,+.009,-2.88,107.3,98.3,-2.88
2004,1403,+2.29,111.4,94.3,66.7,+.010,+2.29,108.4,100.1,+2.29
2016,1428,+1.90,115.6,98.8,65.3,+.112,+1.90,109.8,100,+1.90
2012,1400,-1.52,112.9,97,64.9,-0.065,-1.52,107.8,99.4,-1.52
2016,1214,+1.91,99.8,107.2,71.2,+.157,+1.91,98.9,108.7,+1.91
2013,1433,-0.22,114,93.7,66.4,+.002,-0.22,105.8,100.7,-0.22
2014,1387,-1.5,105.7,90,65.6,+.040,-1.5,107.2,102.2,-1.5
2014,1246,+4.19,118.3,95.8,64,-0.025,+4.19,110.5,99.8,+4.19
2013,1326,-5.53,115.1,89.7,63.6,+.020,-5.53,107.3,97.1,-5.53
2013,1137,+2.78,107.3,94.6,61.9,-0.014,+2.78,102.4,104.1,+2.78
2010,1281,-6.1,111.5,91.5,68.8,-0.035,-6.1,107.1,98.9,-6.1
2014,1308,+2.60,112.9,102.4,65.2,-0.03,+2.60,103,106.7,+2.60
2002,1281,-0.39,116.2,98.7,70.1,-0.01,-0.39,108.2,100.3,-0.39
2017,1190,+0.38,108,96.9,70.1,+.005,+0.38,105.4,106.6,+0.38
2010,1435,+1.50,113.7,96.2,68.7,+.019,+1.50,107.1,99,+1.50
2005,1418,+9.12,107.1,97.2,67.6,+.037,+9.12,104.8,102.2,+9.12
2007,1400,-2,119.5,100.3,67.6,-0.008,-2,108.1,100.6,-2
2008,1360,+2.61,101.6,97,63,+.045,+2.61,104.3,102.9,+2.61
2013,1458,-3.2,108.3,85.7,60.4,-0.033,-3.2,108.8,97.7,-3.2
2013,1139,+4.18,110.5,95.1,63.6,+.087,+4.18,106.8,99.3,+4.18
2017,1329,+3.07,126,103.5,70.4,-0.071,+3.07,112,97.6,+3.07
2002,1143,-5.85,109.8,93.7,66.6,+.088,-5.85,108.1,100.2,-5.85
2003,1429,-0.07,107.1,99.7,61,+.003,-0.07,101.1,103.1,-0.07
2007,1457,+15.06,112.9,98,61.9,+.055,+15.06,103.1,105.8,+15.06
2010,1250,-8.95,105.6,106.6,68.9,+.018,-8.95,96.8,106.8,-8.95
2004,1301,-0.59,119.1,95.1,62.1,-0.072,-0.59,109.5,96.7,-0.59
2009,1277,+5.81,114.3,89.9,66.5,+.091,+5.81,109.4,97.1,+5.81
2012,1153,-9.17,109.5,93.5,62.9,+.023,-9.17,105.7,98.8,-9.17
2017,1457,+1.93,106.1,101.6,71.1,+.029,+1.93,100.7,107.8,+1.93
2009,1295,+2.21,114.3,102,67.5,-0.009,+2.21,103.1,104.7,+2.21
2010,1352,+3.47,99.9,100.8,66.1,+.074,+3.47,98.1,105.3,+3.47
2010,1338,-2.76,111.4,92.8,61.3,+.041,-2.76,107.7,99.8,-2.76
2016,1421,+2.64,103.6,100.1,70.1,-0.008,+2.64,103.4,107.5,+2.64
2012,1199,+0.82,107.6,90.4,66.6,+.034,+0.82,106.9,99.4,+0.82
2012,1361,-3.76,107,95.8,65.8,+.059,-3.76,104.8,101.5,-3.76
2006,1112,+9.27,112.2,95,67.7,-0.037,+9.27,108,97.5,+9.27
2009,1448,-4.35,111.6,92.7,72.8,+.051,-4.35,107.5,99.9,-4.35
2016,1458,+1.24,110.1,93.6,63.3,-0.022,+1.24,110.3,100.7,+1.24
2005,1104,-1.28,118.8,98.3,62.8,+.033,-1.28,106.5,99.6,-1.28
2011,1211,+4.50,112.1,95.6,66.1,-0.007,+4.50,106.4,102.6,+4.50
2011,1427,-1.85,101.8,107.1,66.7,+.085,-1.85,100.3,106.1,-1.85
2006,1328,-0.61,113,99,62.4,+.049,-0.61,105.5,99.3,-0.61
2016,1138,+2.00,105.9,102.9,72.1,+.044,+2.00,106.5,105.6,+2.00
2010,1350,+2.39,108.8,93.8,62.5,+.047,+2.39,105.4,99.7,+2.39
2008,1291,-0.05,99.3,100.6,66.1,+.014,-0.05,101.6,106.9,-0.05
2005,1330,-3.98,104.7,94.6,66.4,+.049,-3.98,101,104.2,-3.98
2009,1345,-5.45,110.5,88.7,65.9,-0.012,-5.45,107.2,98.3,-5.45
2010,1124,-2.79,119.2,94.3,64.5,-0.021,-2.79,108.3,97.7,-2.79
2014,1304,-1.95,108.8,96.1,64.7,+.047,-1.95,108.4,99.1,-1.95
2010,1307,+1.85,113.6,97.4,67.4,+.096,+1.85,105,100.9,+1.85
2006,1361,-2.2,112.8,100,66.1,-0.001,-2.2,103.7,101.5,-2.2
2005,1314,+4.26,122.5,89.7,73.1,+.011,+4.26,108.7,97.1,+4.26
2004,1449,+2.14,113.1,102.3,73.5,+.031,+2.14,106.6,100.4,+2.14
2003,1272,+3.33,110.9,94.1,68.3,+.005,+3.33,103.4,98.5,+3.33
2016,1453,+1.92,108.3,104.6,76.2,+.057,+1.92,104.4,104.3,+1.92
2004,1344,+4.05,112.3,93.9,65,+.003,+4.05,107.9,99.1,+4.05
2007,1417,+27.15,115.4,88.3,63.7,+.019,+11.08,111.0,99.9,+5.93
2013,1207,-6.15,107.6,86.4,61.2,+.038,-6.15,106.3,98.9,-6.15
2002,1172,+9.43,101.5,97.8,65.1,+.142,+9.43,104.5,102.7,+9.43
2016,1463,-1,110.4,96,66,+.026,-1,105.5,106.4,-1
2005,1334,+1.74,114.5,100.5,63.6,+.091,+1.74,103.1,102.4,+1.74
2012,1250,-5.17,108.6,99.3,67.6,-0.026,-5.17,100.3,105.8,-5.17
2016,1423,-3.9,110.7,101.5,70.3,+.033,-3.9,105.7,104.9,-3.9
2008,1122,+5.19,104.6,104.9,65.5,+.086,+5.19,102.5,108.8,+5.19
2005,1181,+1.51,115.7,88.3,68.3,-0.002,+1.51,109.5,98.6,+1.51
2012,1345,-2.64,116.2,99.9,64.3,-0.003,-2.64,108.4,99.6,-2.64
2011,1385,+1.69,111.2,95.3,66,+.047,+1.69,110,99,+1.69
2006,1455,+0.35,111.8,95.7,62.6,+.032,+0.35,104.7,98.7,+0.35
2006,1314,-0.83,115.9,93.7,70.2,-0.01,-0.83,107.6,98.6,-0.83
2012,1396,+6.20,113.3,98.9,65.9,+.055,+6.20,106.5,100.4,+6.20
2017,1199,-3.95,115.5,95.5,71.3,+.039,-3.95,110.6,101.8,-3.95
2009,1458,+1.32,113.3,95.7,59.1,-0.052,+1.32,107.3,97.8,+1.32
2015,1181,+1.31,124.5,92,65.8,+.067,+1.31,110.7,99.5,+1.31
2013,1235,-3.12,117.5,99.8,68.3,-0.046,-3.12,105.5,98.7,-3.12
2003,1221,-0.64,105.5,95.1,65.1,+.065,-0.64,99,104.6,-0.64
2015,1428,+0.60,116.4,89.2,60.5,-0.054,+0.60,108.8,100.6,+0.60
2015,1361,+3.50,104.9,89,60.4,+.026,+3.50,106.1,102.5,+3.50
2005,1228,+0.31,122.3,89.6,64.1,-0.007,+0.31,107.3,99.1,+0.31
2007,1308,-3.75,108.3,101.1,69.7,+.035,-3.75,104.2,104.5,-3.75
2015,1173,+0.07,109.2,95,63.4,+.022,+0.07,105.4,102,+0.07
2015,1153,+1.69,108.2,94,59.8,-0.016,+1.69,104.9,101.5,+1.69
2007,1272,+3.41,115.4,90.6,68.4,+.030,+3.41,105.3,102.4,+3.41
2017,1291,+11.52,99.5,103.4,66.8,+.074,+11.52,102,106.5,+11.52
2012,1355,+2.04,113.7,102.1,64.8,+.030,+2.04,103.2,105.1,+2.04
2003,1122,+7.41,100.7,98,64.4,+.171,+7.41,104.2,105.2,+7.41
2007,1130,-2.41,117.3,101.1,64.3,+.026,-2.41,110.7,100.4,-2.41
2004,1228,+2.52,117.8,95.7,63.5,+.055,+2.52,107.7,99.5,+2.52
2014,1438,+1.57,114.8,88.3,59.5,+.012,+1.57,109.4,100.8,+1.57
2014,1113,-2.6,111.2,96.4,67.4,+.003,-2.6,108.6,101.1,-2.6
2005,1246,-2.71,113,88.9,66.6,+.032,-2.71,107.9,99.1,-2.71
2013,1276,-3.09,121.9,94,64,-0.007,-3.09,108.2,97,-3.09
2006,1203,-15.01,110.3,95.6,71.2,+.106,-15.01,101.1,102.4,-15.01
2010,1165,+4.12,117.4,101.5,63.9,+.068,+4.12,101.2,101.9,+4.12
2015,1116,-3.44,114.7,98.3,69.3,+.045,-3.44,107.2,101.1,-3.44
2014,1390,+2.34,112.4,96.4,65.3,+.016,+2.34,110.2,100.7,+2.34
2014,1418,+4.65,110.2,105,68.5,+.038,+4.65,105,105.6,+4.65
2004,1150,+2.66,112.7,98.5,69.7,+.015,+2.66,105,99.3,+2.66
2009,1326,-3.41,113.3,96.9,62.5,+.042,-3.41,107.7,98.2,-3.41
2006,1211,+7.98,119.1,103.5,66.3,+.036,+7.98,104.4,100,+7.98
2010,1462,+7.27,115.5,94.6,68.9,+.010,+7.27,106.2,98.2,+7.27
2013,1231,-5.16,120.8,91.5,66,-0.021,-5.16,106.7,97.8,-5.16
2016,1277,+0.40,123.4,95.5,66.5,-0.012,+0.40,107.5,100.3,+0.40
2016,1139,-4.1,118,100.7,67.9,-0.009,-4.1,108.5,100.4,-4.1
2008,1396,+3.73,112.8,100.4,63.6,-0.018,+3.73,107.4,101.3,+3.73
2007,1266,-4.27,111.8,94.6,67.6,+.009,-4.27,108.3,100.7,-4.27
2005,1151,+0.03,98.9,98.8,67.6,+.059,-3.78,101.1,104.9,+5.69
2016,1371,-2.92,111.1,92.9,69.7,+.016,-2.92,108.5,100,-2.92
2004,1242,+6.53,112.3,91.4,69.4,+.017,+6.53,109.2,98.8,+6.53
2002,1268,+1.62,119.2,89.9,73.7,+.025,+1.62,109.4,99.5,+1.62
2007,1257,-3.61,113.5,93.1,64.2,-0.046,-3.61,107.9,100.6,-3.61
2009,1443,+6.63,111.1,103,65.6,+.092,+6.63,102.2,102.8,+6.63
2016,1195,-1.87,103.6,103.7,67,-0.038,-1.87,104.1,110,-1.87
2009,1242,+1.55,114.5,90.7,67.2,-0.013,+1.55,107.9,99.1,+1.55
2008,1280,-1.48,108.2,91.5,66.6,-0.043,-1.48,108.1,101.8,-1.48
2007,1172,+4.64,111.8,98.5,71.9,+.067,+4.64,103.2,104.9,+4.64
2006,1261,+1.75,109.8,87.8,67.5,+.008,+1.75,108.3,97.6,+1.75
2014,1444,-3.25,106.3,103,65.2,+.098,-3.25,103.9,105.7,-3.25
2017,1240,+0.61,105.8,105.2,63.6,+.028,+0.61,104.2,105.9,+0.61
2016,1122,-0.19,104.5,109.6,69.5,+.061,-0.19,105.1,108,-0.19
2004,1400,+0.80,115.6,94.1,64.7,+.038,+0.80,109.1,99.8,+0.80
2006,1228,-4.52,114.5,91.3,62.1,-0.019,-4.52,106.4,99.6,-4.52
2012,1181,+7.68,117.7,98,66.4,+.057,+7.68,107.3,99.1,+7.68
2009,1272,+4.19,112.8,84.2,65.9,-0.009,+4.19,105.5,100.8,+4.19
2015,1433,+8.77,111.1,94.9,66.5,+.043,+8.77,107.9,101.2,+8.77
2003,1228,-4.18,113.2,88.7,67.8,-0.029,-4.18,105.8,98.5,-4.18
2015,1462,+2.07,116.6,97.1,65,-0.062,+2.07,109.5,99.2,+2.07
2013,1417,+0.43,111.1,96.6,68.1,+.068,+0.43,105.9,97.9,+0.43
2016,1451,+1.16,103.4,100.9,66.8,+.019,+1.16,103.3,109,+1.16
2015,1352,+2.49,103.1,104.5,65.4,+.055,+2.49,102.7,107.3,+2.49
2003,1264,+2.51,105.5,95.4,68.1,+.014,+2.51,101.7,103.4,+2.51
2008,1375,+0.90,112.6,100.8,64.8,-0.002,+0.90,103.1,105.2,+0.90
2016,1221,-6.27,97.1,108.5,63.6,+.065,-6.27,101.9,108,-6.27
2011,1232,+2.76,102.8,97.4,65,+.051,+2.76,105.8,102.4,+2.76
2009,1340,0,109.2,105.1,64.8,+.025,0,101.5,104.8,0
2006,1245,-1.52,108.3,97.8,65.7,+.017,-1.52,103.2,102.5,-1.52
2011,1257,-5.13,111.4,89.2,66.8,-0.037,-5.13,108.3,99.5,-5.13
2002,1448,+5.85,118.6,101.3,69.5,+.006,+5.85,109.3,98.1,+5.85
2017,1374,-0.92,119.8,95,63.5,+.003,-0.92,105.3,102.1,-0.92
2005,1307,-10.69,112.8,97.3,65.4,-0.002,-10.69,103.4,103.9,-10.69
2003,1407,-2.77,106.9,100.8,70.3,+.105,-2.77,99.3,104.5,-2.77
2016,1143,-2.58,112.5,94.2,68.1,-0.053,-2.58,109.4,101.8,-2.58
2008,1452,-1.98,114.6,93.3,63.8,-0.019,-1.98,108.5,99.5,-1.98
2017,1437,+3.55,122.4,92.5,64.1,+.010,+3.55,109.8,100.5,+3.55
2013,1323,-6.61,114.6,97.9,60.3,+.046,-6.61,105.1,98.6,-6.61
2014,1397,+1.46,117.9,94.2,61.6,-0.099,+1.46,108.9,100.8,+1.46
2017,1116,-1.55,116.1,99.8,69.7,+.086,-1.55,108.6,100.2,-1.55
2012,1379,+2.32,111.2,100.4,63.8,+.041,+2.32,104.7,100.3,+2.32
2006,1207,+21.29,116.5,95.2,57.8,-.026,+9.58,108.1,98.5,-1.83
2005,1235,-3.06,103.1,90.1,66.8,+.003,-3.06,107.5,100.3,-3.06
2003,1423,-0.81,109.5,94.9,64.1,-0.031,-0.81,99.3,101.7,-0.81
2017,1425,-3.37,114.2,100.7,68.7,+.079,-3.37,108.8,103.3,-3.37
2004,1210,+0.97,113.5,88.8,69.1,+.008,+0.97,110.8,97.1,+0.97
2003,1181,+0.64,115,91.3,70.7,-0.03,+0.64,107.1,98.3,+0.64
2010,1424,+0.67,110.6,94,66.3,-0.013,+0.67,104.8,100.7,+0.67
2007,1425,-6.62,111,94.2,67.1,+.016,-6.62,108.3,100,-6.62
2013,1434,-3.18,110.7,99.3,64.3,+.021,-3.18,101.5,103,-3.18
2005,1153,+0.62,112.5,92,68,-0.006,+0.62,106.1,100.6,+0.62
2011,1336,-0.62,113.1,98.3,59.4,+.037,-0.62,110.7,98.3,-0.62
2016,1323,-1.64,120.6,104,64.6,+.054,-1.64,111.3,100.5,-1.64
2012,1424,-0.24,109.2,94.2,68.7,+.006,-0.24,104.5,100.9,-0.24
2007,1242,+27.81,115.3,87.5,68.7,+.031,+6.86,108.1,101.2,-0.93
2007,1345,+1.08,110.7,92.4,66.5,+.002,+1.08,109.8,100.4,+1.08
2007,1439,+0.79,112.4,95,63.7,-0.004,+0.79,109.9,100.1,+0.79
2017,1137,+0.89,109.7,100.3,70,+.006,+0.89,101.4,105,+0.89
2010,1437,-0.91,117.2,96,71.2,+.025,-0.91,108.7,98.7,-0.91
2003,1231,+9.29,113.4,98.9,63.7,+.050,+9.29,107.3,96.8,+9.29
2003,1190,+4.80,101.3,99.6,75.2,+.036,+4.80,102.1,103.9,+4.80
2009,1462,+7.97,111,90.8,65.8,-0.008,+7.97,105.8,100,+7.97
2014,1110,-0.1,103.4,98.9,59.7,+.007,-0.1,103.6,106.2,-0.1
2009,1393,+0.77,117,94.8,69.7,+.024,+0.77,108.4,97,+0.77
2010,1211,+4.43,112.3,96.1,67.5,+.079,+4.43,105.5,102.1,+4.43
2011,1459,+6.96,112.3,104.2,63.2,-0.024,+6.96,104,104.6,+6.96
2010,1207,+3.35,116.8,94.2,65.8,-0.035,+3.35,109,97.4,+3.35
2009,1417,-3.43,119.5,95.6,65.3,-0.03,-3.43,107.6,99.1,-3.43
2002,1279,-6.24,113.3,96.7,64.7,-0.04,-6.24,106.1,98.8,-6.24
2008,1328,-0.55,109.5,95.1,63.1,+.077,-0.55,108.3,98.9,-0.55
2012,1326,-3.34,118.1,88.1,66.9,-0.05,-3.34,108.9,98.8,-3.34
2016,1338,-7.02,114.9,98.3,65.3,-0.011,-7.02,110.8,101.7,-7.02
2003,1356,+3.35,110.3,98.6,67.8,+.063,+3.35,103.5,101.5,+3.35
2014,1393,-1.01,114.6,93,59.6,+.016,-1.01,109.4,102.2,-1.01
2013,1437,+0.30,106.3,92.7,66.4,+.011,+0.30,106.5,97.1,+0.30
2013,1388,-0.49,116.1,96.8,62.9,+.023,-0.49,104.9,101.7,-0.49
2008,1400,+0.04,120.6,95.5,63.9,+.044,+0.04,108.4,98,+0.04
2011,1452,+7.10,114.9,94.8,62.5,-0.018,+7.10,111,98.3,+7.10
2012,1253,+14.84,111.7,96.4,66.4,-0.047,+14.84,104,102.8,+14.84
2010,1293,-5.24,109,94,65.6,-0.011,-5.24,100.2,106,-5.24
2010,1278,-3.72,112,94.1,65.6,-0.055,-3.72,107.7,99.3,-3.72
2017,1436,+1.65,111.1,99.4,64.5,+.053,+1.65,103,107.4,+1.65
2005,1320,+1.09,112.2,98.9,64.5,-0.035,+1.09,105.8,100.3,+1.09
2002,1329,+0.53,107.9,92.1,66,+.047,+0.53,108.1,101,+0.53
2002,1293,+3.98,106.8,105.5,69.2,+.017,+3.98,103.4,105.1,+3.98
2010,1373,+3.22,109.4,95.5,69.2,+.027,+3.22,100.9,101.4,+3.22
2011,1330,+2.76,110,95.4,60.4,+.059,+2.76,105.2,102.8,+2.76
2017,1181,+0.03,121,96.8,68.3,+.014,+0.03,111,99.6,+0.03
2009,1130,-5.57,113.2,102,65.3,+.038,-5.57,106.6,100.2,-5.57
2013,1455,+0.17,111.8,91.5,63.8,-0.002,+0.17,106.9,100.2,+0.17
2010,1364,+3.46,100,97.9,66.3,+.125,+3.46,102.8,103.8,+3.46
2005,1310,+0.83,115.2,109.8,70.1,-0.027,+0.83,101.3,104.8,+0.83
2006,1102,-6.63,113.2,98.3,54.7,-0.001,-6.63,102.8,102.2,-6.63
2012,1313,+1.39,100.9,102.7,66.6,+.189,+1.39,100.3,106.6,+1.39
2004,1329,-5.55,118.5,91.1,64.8,+.029,-5.55,107.7,100.1,-5.55
2003,1113,+5.44,113.9,97.4,66.9,-0.014,+5.44,106.4,97.7,+5.44
2017,1438,+2.29,112.2,88,59.2,-0.03,+2.29,111.5,99.8,+2.29
2009,1143,-3.54,116.8,99.4,66,+.001,-3.54,108,98.8,-3.54
2002,1214,+0.87,109.9,105.9,69.1,+.013,+0.87,98.5,107.2,+0.87
2005,1325,-4.24,109.8,101.5,65.7,+.042,-4.24,104.9,102.2,-4.24
2011,1401,-7.5,110,95.4,60.9,+.050,-7.5,105.9,100.5,-7.5
2005,1417,-0.43,107.8,97.1,69.2,+.036,-0.43,106.7,100,-0.43
2015,1344,+2.18,112.6,95.9,65.2,+.038,+2.18,109.7,99.4,+2.18
2015,1314,+7.64,119.1,95.3,69.2,-0.026,+7.64,111.1,98.3,+7.64
2006,1322,+10.25,106.6,99.1,67.6,+.016,+10.25,102.2,103.6,+10.25
2007,1238,+7.09,100.2,109.7,69.7,+.140,+7.09,95.6,105.8,+7.09
2008,1426,-5.9,101.3,103.6,68.6,+.045,-5.9,99.5,104.3,-5.9
2010,1266,-6.52,115.1,95.5,62.3,-0.064,-6.52,108,98.9,-6.52
2002,1153,+3.48,118.1,87.9,67.4,+.002,+3.48,106.5,100,+3.48
2009,1181,+3.18,117.5,93.2,66.3,+.053,+3.18,108.5,98.3,+3.18
2003,1166,-0.51,112.4,94.9,68.4,+.026,-0.51,102.5,102.7,-0.51
2014,1307,+3.24,113.5,96.3,64.4,+.032,+3.24,107.7,102.9,+3.24
2012,1435,+3.03,115.6,94.7,64.7,-0.048,+3.03,107.7,99.2,+3.03
2015,1301,-0.65,114.9,98.9,64.1,-0.003,-0.65,109.3,99.5,-0.65
2011,1343,+0.33,107.2,98.1,62.6,+.091,+0.33,104,104.7,+0.33
2004,1431,-6.38,112.5,97.8,68.2,+.046,-6.38,104.2,99.9,-6.38
2014,1235,+1.44,118.9,97.8,70.2,+.064,+1.44,111.1,100.4,+1.44
2013,1125,+5.39,111.6,96.6,65.9,+.013,+5.39,103.8,104.6,+5.39
2004,1196,+0.08,116.9,98.6,65.9,-0.023,+0.08,107.9,98.3,+0.08
2006,1454,+4.95,108.3,96.5,67.7,+.017,+4.95,104.9,103.4,+4.95
2011,1163,-0.77,115.8,91.9,64.5,+.048,-0.77,110.1,97.4,-0.77
2006,1107,+0.12,106.2,103.6,63.8,+.027,+0.12,99.6,105.3,+0.12
2011,1140,+3.59,117.5,94.3,70.2,+.055,+3.59,106.8,99.8,+3.59
2002,1425,+1.90,112.8,92.1,70.1,-0.051,+1.90,109.4,100.1,+1.90
2007,1332,-9.09,118.3,97.6,66,+.031,-9.09,108,100.8,-9.09
2004,1153,-0.28,116.1,94.5,66.7,+.003,-0.28,105.6,100,-0.28
2006,1293,+4.32,104.5,96,63.2,+.010,+4.32,102.3,107.6,+4.32
2003,1458,-1.01,114.4,92.4,61.9,-0.024,-1.01,106.1,99.6,-1.01
2007,1246,+8.21,117,95.3,65.8,-0.029,+8.21,111,97.8,+8.21
2009,1425,+0.74,110,91.8,63.7,-0.032,+0.74,110.5,99.7,+0.74
2017,1332,+25.02,118.2,93.2,67.0,+.034,+8.05,109.2,101.2,+0.51
2004,1284,+2.53,98.1,102.1,66,+.112,+2.53,100.6,107.3,+2.53
2007,1140,+16.11,116.7,100.6,67.6,+.001,+4.24,106.8,102.5,-0.30
2011,1294,+2.87,106.3,102.2,66.6,+.023,+2.87,102.4,104.8,+2.87
